Ciclo da água;M03_ciclo_da_agua;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;3;;2.996
Chuva ácida;M03_chuva_acida;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;3;;10.040
Biomas do Mundo;M03_biomas_do_mundo;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;3;;2.171
Intemperismo;M02_intemperismo;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;2;;20.991
Ciclo da água;M02_ciclo_da_agua;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;2;;2.996
As marés e as fases da lua;M02_as_mares_e_as_fases_da_lua;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;2;;4.663
Teoria da tectônica de placas;M01_teoria_da_tectonica_de_placas;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;1;;2.719
Teoria da deriva continental;M01_teoria_da_deriva_continental;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;1;;2.871
A formação dos Estados Unidos;M09_geo_a_formacao_dos_estados_unidos;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;9;;262
Migrações para a América;M11_migracoes_para_america;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;11;;250
A questão palestina;M13_a_questao_palestina;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;13;;242
Estrutura geológica e produção de minérios;M02_estrutura_geologica_e_producao_de_minerios;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;2;;255
Principais blocos econômicos do mundo;M08_principais_blocos_economicos_do_mundo;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;8;;464
África: climas, vegetação e desertificação;M15_africa_climas_vegetacao_e_desertificacao;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;15;;3.260
Estrutura geológica do Brasil;M17_estrutura_geologica_do_brasil;18 - UNO Ensino Médio;260 - UNO Ensino Médio - Geografia;3 - mi - Mapa interativo;1 - reap.;2 - flash;1 - Sim;1 - Sim;17;;1.936
O processo comunicacional;M02_o_processo_comunicacional;18 - UNO Ensino Médio;262 - UNO Ensino Médio - Gramática;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;2;;1.698
Pré História;M1_pre_historia;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;1;;5.117
Astecas;M06_astecas;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;6;;2.608
Incas;M06_incas;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;6;;2.739
Maias;M06_maias;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;6;;3.215
Origens da agricultura e da pecuária;M01_origens_da_agricultura_e_da_pecuaria;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;1;;400
Primeiras cidades;M01_primeiras_cidades;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;1;;210
Primeiras migrações;M01_primeiras_migracoes;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;1;;247
A expansão do Império Persa;M02_expansao_do_imperio_persa;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;2;;217
Povos da mesopotâmia: domínios e expansão;M02_povos_da_mesopotamia_dominios_e_expansao;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;2;;167
Rotas comerciais fenícias;M02_rotas_comerciais_fenicias;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;2;;148
A expansão de Alexandre e o mundo helenístico;M03_a_expansao_de_alexandre_e_o_mundo_helenisticol;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;3;;175
A guerra do peloponeso e o período das hegemonias;M03_a_guerra_do_peloponeso_e_o_periodo_das_hegemonias;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;3;;206
A queda do império ocidental;M03_a_queda_do_imperio_ocidental;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;3;;203
As guerras médicas;M03_as_guerras_medicas;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;3;;160
Domínios romanos entre os séculos;M03_dominios_romanos_entre_os_seculos;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;3;;205
Migrações indo-europeias e o povoamento da helade;M03_migracoes_indo_europeias_e_o_povoamento_da_helade;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;3;;192
O império romano e o mundo judaico cristão;M03_o_imperio_romano_e_o_mundo_judaico_cristao;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;3;;170
A Europa merovingia e carolingia;M04_a_europa_merovingia_e_carolingia;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;4;;189
As cruzadas;M04_as_cruzadas;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;4;;187
Império bizantino: conquistas de Justiniano;M04_imperio_bizantino_conquistas_de_justiniano;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;4;;178
Omíadas e abassidas;M04_omiadas_e_abassidas;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;4;;160
Rotas comerciais medievais;M04_rotas_comerciais_medievais;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;4;;170
A Europa durante as reformas religiosas;M05_a_europa_durante_as_reformas_religiosas;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;5;;179
A reconquista cristã;M05_a_reconquista_crista;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;5;;163
Expansionismo luso espanhol;M05_expansionismo_luso_espanhol;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;5;;166
O comércio no continente ;M06_o_comercio_no_continente_africano;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;6;;139
Os núcleos da ocupação espanhola;M06_os_nucleos_da_ocupacao_espanhola;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;6;;205
As independências na América Latina;M08_as_independencias_na_america_latina;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;8;;218
A formação dos Estados Unidos;M09_his_a_formacao_dos_estados_unidos;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;9;;255
Revoluções de 1848;M09_revolucoes_de_1848;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;9;;206
A América para os americanos;M10_a_america_para_os_americanos;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;10;;186
